phone_no_m,city_name,county_name,idcard_cnt,arpu_201908,arpu_201909,arpu_201910,arpu_201911,arpu_201912,arpu_202001,arpu_202002,arpu_202003,label
1dcab8f8b4eaba2ddd4f07b642dd950b878d22bb8b6e6b1b920a22e94319c5766728f32f718ca682dbe7bbe0020b9d07b79c56adb07b359e7acf058226e91b32,天府新区,天府直属部门,3,133.9,133.7,134.2,133.9,118.7,118.7,118.8,124.98,0
79663acf2b26e3024ff9f7d71a8c599083e8fa6343a4978d5808a2d8e02c58c0edd71071c45440c3724da39ddd42720c747580f1b934e5f3394d99b5f7db818a,天府新区,龙泉驿分公司,4,,,4.55,71.63,,,,,1
5daadc0448b9cb1c970adbedfcddb07e7e1e608ed1c95a6fdc5d9f65c7f5ea5703694e3729a1df6e073980ea9a9a5e4bc0c9967eb9918c4edaae817027fc08c9,天府新区,双流分公司,5,221.65,210.0,209.5,209.9,210.5,210.4,208.8,242.31,0
082257f18239615aae8b0524ef237d5ed2665c9c5cc95b1ce65b992dc9879cbc5a3b0e0a647afb0513ec6f4f3597164cbfcd12808061a838b157f5db0a444b2f,成都,崇州分公司,1,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,0
6c64bbb2af948f23d0b07c3821f7992afbcbd46b2d39c031f4f6709af39a04658872e442c106ab37be1a4e66bcebdf91bd22247e453744a09d9249bb32a81544,广安,岳池县分公司,2,14.0,14.0,14.0,14.0,14.48,14.0,14.28,14.0,0
005ca5bd29dcc70012db19e51839d84f0479937b9b7d52d39bedeca59df68178eb01234eb9fd40f1696bda497eb2b01f17f54ea4f987ca494b2db715da493452,成都,青羊分公司,4,,,,5.74,29.74,,,,1
f773857a1e3aac08d76a3778863a6472d85560d1013b9000e3ce0bf26b44f736db1f514363e261c0719b1e4a9540227291a5dee8cc71d4122de3131a24a2d194,绵阳,三台分公司,1,5.22,1.0,5.16,7.48,3.2,8.16,19.75,7.13,0
fec7d939cbeec7c5c006a8e9dc01e83494ddedd4598a1e4a30e3ba09485ba215965444b7201d9fdad04a4e74330dc1637649f0688e58f592c2f65d793e6be9e1,绵阳,三台分公司,2,16.54,21.27,17.64,16.54,16.43,18.41,19.84,15.22,0
6a8e7f102b4924c51a55a7a493976b3f37ce09f5c6a010175ea7c9840e6fc88a5b191994adafc60fc18097e7157b8edf7ce539b7f42b991adfc3e4669b1752de,成都,温江分公司,3,,,,,,,1.59,78.47,1
d4d079d1748de5a25f351bf04ed78dd436237f98b6e0b68b98a54444ca0c790907b51918cb14ba1b120dc6de8dade86354f24067e3f47791211a477e6e63bb9e,成都,大邑分公司,5,,,,,,,64.15,,1
6633703305e9ce4e605b146266d7656b4a0e5826e292481987a73580d705c8cbdf46eebb0bc295fd004f8340d14a27dd5ecd422b7d18035d64c57d1b756aa638,攀枝花,东区分公司,1,114.0,114.1,114.1,114.1,114.0,114.1,114.0,114.0,0
3a8844da357f5217a4c8ed5d390f9a9d7c0d2f2043f1cf18310aeeef1b455e957b0f69f6c6b7d3f9e36598c6487775e41fad13ec3bdac1358d8cf0aca02f456e,,,1,,,,,,,,,1
d3d7f6f65f0d5e3d61f4cc1d8c809da91d4fb06846cfa9be06ae4edf3f88641d5732212696e9ab349711f8b413ce29c21ce478a3273360061f1f9459a212041a,绵阳,三台分公司,1,7.0,7.0,7.0,7.0,7.0,7.32,7.0,8.76,0
9385dabf2b56704195ac67f3af9373c66a1abf47e040ed33241e571bb7d045397c1ad4317281c22f88fbd8714b2fb9a6d57eff440830ea063335ad47cca0f013,达州,万源市分公司,1,355.47,538.34,396.95,336.93,353.65,427.61,337.15,337.48,1
a1dd0033a44beebdad6290383f9e7fbed6bbc0b1893e835db60a47f76c235969b909d96504f1ed8c0f0cd8bc907d0b8a38992ba73bac41515fd2875739070932,成都,武侯分公司,2,201.42,202.05,201.03,200.97,201.09,200.97,217.36,201.12,0
b01f24a1a27204dd81ae0ba1b44044844c2cfe6816c4098602a14b382bab9c6d4e78cd4ee5cd79eda57fcdca4e8c444e1394b71b0db63d0be2ba3103ab57fbce,成都,温江分公司,4,,,,50.47,19.0,19.0,19.0,19.0,1
212f7ca62b9f94aa305697b2bbd548518aa7554cb9a975915a4d4fff997c0501acb6f3a5130674920cb3d67a2c135c862e39c6a4120e807868d20d8ee135222a,南充,阆中分公司,2,72.0,73.0,73.0,79.0,78.9,73.0,88.0,88.0,0
ddb129afdf9a57362873678d0f4e240914088b9e82c39ab0fd5f0160bfdf1ff49dcb5111dc763f48d27c7ceec7354fcdddad718e70bc0f25c4c5fdd777a3e918,绵阳,三台分公司,3,115.1,115.0,115.0,115.0,115.0,115.0,115.3,115.0,0
eaf2a17e190178d80432071da5369fd4cd73c2cf44d3e4f09c1bee034bb528d907ff05428f355eabbe405ce643c7104cb97be98c9f0e823bc1c26ff5365c1f72,,,3,,,,,,,,,1
5cec3607c6ae19392f530d9254a3ab79f7134bd9af3d90622f8e5219e039771730929fe37f39e8a7b3cf7456bb7051acc7f6a209ea9e2dc26bed9ec2e9e61e51,自贡,荣县分公司,2,1.0,1.0,1.0,1.0,1.0,18.57,1.3,6.45,0
bad8a23cf032ce600dc50397a0eaf8c646e483e231c9140339745f6eb24171ca9db2d42f4da8366d6ba7572a5a56df1696d9f046fa845549a137b56f561f9589,成都,简阳分公司,2,12.41,12.47,12.41,12.41,12.47,12.41,12.41,12.45,0
57ab8c4f702961d9876d8eec268c7f83c1430f968e687a9753a09f7e13724a469322814b0ee8e6b772a2d873b868bee2f6714bfe150d2ec978a0f5f28670bfb7,天府新区,天府直属部门,1,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.1,0
9e26efd21221e97d830ad37c7d805424099b37680a8538b2606d22eb98fe8fea6d025a0fe9b73fb9620560eb7585d1894543bda01a325698f25396908511a0a5,成都,武侯分公司,1,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,0
8443d16a8021cf7cde6f3d7a5d8f73dc123bd13a9aaa014d6b11d183df70fa273b025c85bbc0d18ef9b7b5c58013cbc66830842bf7be230dd00609b756260d2d,泸州,合江分公司,2,84.94,76.07,72.22,73.44,92.87,60.08,22.47,4.3,0
e4aa7c97a178f6e5918a5cfb86a71592b59191eaea911fae25e13880d1e1c63ee8e2e3d0919852b1e9bec31c15bcf1e48ba73c703cf8e84df86ab442c2ed6cce,成都,郫都分公司,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
ea9714b15eb3caff9381117b67c0a744113ea7a49b63781a58fda4de16b53b98592fe755802a127f608e870eca6503907465527d4b2c6bda36ecde2ee58d465e,成都,郫都分公司,2,148.9,149.1,149.0,149.2,148.9,148.9,149.0,149.3,0
42694784c45df4be769f64d6d3070879d4763eeaae7d90c39c0552b0a9ed2fc009858a9ffa0ae532cf6329363ad79705e688a8ed7bb32f4784da6cc32a3b97ea,内江,威远县分公司,2,61.4,59.0,59.0,59.0,59.0,59.0,59.0,59.0,0
277f8a4bcef853c6ce2f4365f4787ef229f165546ae84fdfdb055910cf7fb17737976bbaf3d68200256be25ec4f152b78d838bcc870629b298f97a8a7a1ed03b,广安,武胜县分公司,1,21.8,16.0,19.0,16.1,21.22,20.88,13.52,14.04,0
873ada85b52c3d501e4925b2534b4310e5e2c14d96edb86bef1e59ef3b1a64ac098e1c18b184d1547b6ab9a016a5f1480474082462fb8c0e38068a172fecbaf6,成都,金堂分公司,1,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,0
f07b47375abcceaa79144d454a87a0e3e8d32ea15f953b3267ecec1ffaa1336c136b817e681fb270b5d27f7e55d2b104a9b78f01b5c09f13ba150beeed47f43f,,,6,,,,,,,,,1
88fb69db68e73b54ca666e0c25c43ae2d47a6457174ee6db3915b172e79cd12bef129a024cf4c6f0f1b7b988a1a02062901a0c8f1c1ffbd55a4217d6a4d57707,成都,成都直属部门,1,3.19,3.19,3.19,3.54,3.53,3.78,3.78,5.21,0
199e5515d9f589053389f4fa01cb76fc204ccc971452099fadc42ac59a9506fda83cfdfe0f9cbc25cc2cce523f3db7b49dc0811b4c8f77a487ade339ba480657,成都,崇州分公司,3,194.24,194.72,187.86,187.69,190.62,187.75,187.7,187.81,0
be97e9d3041bcb61f8f90f1b7f93c844988ef32600623e27fac9f55f2fe1027ca3404ca9afbb8784d2552771f72b7bfb2a19cdde7498869d8fdf22327a2334ca,成都,成都直属部门,1,,,,,,,,762.15,1
4fdca31eedeeb7d50529fa67ed35b98b1b7027cd48a7866e397e5432e2929f0326cb9274074ebc0c4b60c3a648e431c875d30d0387124db6e67721d9da99795b,天府新区,直管区,1,15.1,12.34,18.86,11.28,26.49,15.4,11.32,11.51,0
4ec7738990806c7b0797e0b3f1a158ccd263948d3ff6ac0e2c4901b37c6a1e5834973f940109dee0fde19f82b607048db6f84b3233f19006a67921cf08224c66,成都,青羊分公司,3,,,108.68,199.2,199.0,199.0,199.0,199.0,1
5cc5a72719f0fed638927d2d7e56b3be77dd075faaa51e17b78dceebb3cc7801e1f3a4daa490e975a701cfd54fade51512dd939be5e982d57a5670772b8a980d,成都,锦江分公司,1,19.76,19.57,19.0,19.0,22.71,19.1,27.18,25.69,0
9e458df7dfec64864de5a8bbf73ecad73d432ab6a8f0b2a47805b5f20100f19f717cac1b27774073b0f37f268f8372e8bfbe78cd02308bdb5a34fe8e9a6525ab,成都,郫都分公司,1,58.31,77.73,48.56,59.0,67.93,64.71,37.43,44.65,0
27256265fc7d6c84a6cf3f4891b9189b8ae5bbacf0781e3469e5be3e8b557f10f39a296c6121861ee874dfae9d7fd383e5c997d13e5ac71945c87d54867e53c8,天府新区,龙泉驿分公司,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
c315c10e44f8cf282ad16120be685d43ad59a9a913f9040f69360e6ab9a98cd82c81857b26a4c34c00b17540d4a3f5274b9bef5753235ddec4eae798e6c2e376,自贡,自井分公司,2,17.2,16.15,16.45,16.3,17.8,16.15,17.2,16.0,0
4645d088e3c1f2e23693d300946af369935484f1b70be416b0a31716c8e5cd79b4f2f379e750f3534809e9cbe118fd3b59d4ff873e5255e61e569be6294f71dc,,,2,,,,,,,,,1
3a0e59b684f57961359b4a4fbda4b88e4d726b2452fd3160532d1562a4601cffb572553c4f3f8c153ef15900af5783dee6bcf442576b5b30a1f30dc63d510f09,成都,青羊分公司,4,207.31,206.72,206.72,206.74,206.73,206.7,206.7,206.72,0
dea4220801f66ec39ad0ed6de76d429a1b566f19bf72a77b6d0aefb57b9b44ebb1673daa2695817f3d7d282ab9ff8a835cf8dff31a7aed5c60f36a3705845c82,成都,彭州分公司,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
2f67f889a8b9d493ebe3e6c603ed9c318bd5c3756b535601f124dbf5b0a267fa64c8f533591bf17d69b0309c0632c1c95c71e0cb344e534bf8003c1c5cc29cf5,德阳,什邡分公司,2,21.01,19.4,19.0,20.0,20.0,20.0,20.0,20.0,0
32a3f4a6969ec08a37b3768cf05fcfc9757b0ebb4def8a1c821843e0e3f623a8c7e501cb3e5d93570555cca604c8501f9e2d96d9264b21e4da94e9a19e5496ab,巴中,南江县分公司,1,33.6,16.5,13.0,14.31,19.58,13.3,13.0,13.0,0
231a94a12238df7c1c46c3dd5535ac3e4b1748f5bc7f210ec45814b32a221d0eb496dadb45915531ead03153eabcfadf88d0cbab68cfa38bf8de6a45fe89ef33,成都,郫都分公司,4,,,4.55,68.59,,,,,1
e6a578c8ba83266f074fd2dc81ef227d6323bcc822e3034df77a5794c747ca833a5df815ac1230db86e28889ac5e1b35f85d76c132f30acdfb2e01ae23b09cae,成都,郫都分公司,2,70.4,70.25,74.2,124.2,125.3,75.2,74.5,74.2,0
843e65f71ec967e2eefbe2cc36a4ac82da640811aa05c87cbcffff6c09f3b4f46a00acb73e8646ae6dc6cc99455f1da19c9d9f41e1b8014e6480a4d14d9401e1,绵阳,北川分公司,1,55.08,53.04,30.0,72.48,40.8,49.2,21.0,21.0,0
829968ee2adbe4d1fad65b69735947f446e429593abcf533b0f01e84b989bce0cd290396ec63439934a74a8ef2b26e3f8122cbf1b27c1c86b0caddd977fa2230,德阳,中江分公司,2,23.45,49.6,19.2,19.2,19.0,19.8,19.1,19.3,0
14afbadd976712c16299a76202e1c4515b7f6b4dc6a4a924983d88e9afb06b9491634cbdf61f1432fceec9745ca0bd847bfa119b122d3b5b7d45520a56c151a7,自贡,自井分公司,2,5.28,5.16,5.53,5.65,5.64,5.21,8.1,5.2,0
ebac81cb9d65c3d013d2daf8af00a3d20bace9513a00167bce35fa81f2213447c0aec8372fc20aca86f34d16cea546e666f664f5e9021689f62c3356ed3f78b3,成都,锦江分公司,2,90.49,90.41,90.09,90.09,90.48,90.97,90.17,90.03,0
da1b6b93359fb7647a154d705ce7c18cb81b8f4dc2f3eb9eec43880bf988051f3fe9d24bfd90c91d489b8c776577bc2d92734d9288fb60273d46c9a095a0a6df,绵阳,北川分公司,2,19.1,9.0,9.0,9.0,15.27,21.07,27.81,29.81,0
0a5ac38f53f91623f0c55d93f020f5cc8bd07c8b3d77b686ef8617a782fe32befd928b21969dcac01d41a941cdd6be64861fd3dd4de2635cd16f08a167fa282c,巴中,南江县分公司,4,92.0,97.1,97.0,97.0,97.1,97.19,97.0,97.0,0
9e3e49ee78056ee6d490bf74621d505dc83058e5c7051269e8e32d8d9eef43c2b85614d29105d3f87a59487271d79073d96aca21a9d7674caff6261f8d85f748,成都,青羊分公司,1,95.0,95.0,95.1,95.0,95.1,95.0,95.1,95.0,0
ca59c9a64f2daa474ea208d78323b67832898311016c84fdad38d304c341dea3ec7d94c0c4b13e0a7c30c6e1f7960c613a92f5efaa16ce18001faf51acf17bab,广安,广安区分公司,1,2.0,2.0,2.0,2.1,2.0,77.6,2.0,2.0,1
360754dc0848fbe54425fedf9964e9c9d2f204f9c0d6d69981e3734f42e4fd6613731e5f835563a3f2cb07b7b400c5be3241d4158acef615be1f17d15aad4393,成都,都江堰分公司,4,,,,,,10.02,1.0,1.0,0
2c75fbcb2342de0c06a291c9ac9a4874237d243b498b243efb0055bf0a9e198b1a4afd6863d6e3409a496e504bd6c7002f22042fc94382ca89c9d4af50eb9a52,南充,顺庆分公司,1,29.83,35.15,28.03,41.42,30.4,43.89,22.42,28.12,0
433f619b84ffd8d262b450d9f6048404108e787ea29f16aad84f925bce51a4480376aa63ad9396ba0b0aec447a24986d033f004cbf94d47a9b912c2c939e8248,达州,大竹县分公司,1,10.3,10.03,10.46,11.09,10.2,20.29,10.0,10.6,1
31bd06acbb1faa45f575ebe9322b6670da52ddefe86c374581ef8d82d85d9ded01b1ee25306a24d99670814bc81579776d09f4a8dad57440b22df80de707556e,泸州,泸县分公司,2,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
9629d0103c1cdaa26ed0279ec42fc8ac89e845ff3fb36fa9497e24354802eab796176618aa2fe021777755660bfc24dfebdb56f0d979e22a8d6dee467de840bc,成都,天府新区分公司,1,50.5,50.6,50.5,50.5,50.5,54.68,50.5,51.5,0
85df8703d44ecaea517ee48b27b849fec52878839b784745e5cbbe0c1f7b9a92cfc4f1f8590f97944f93d149191117e953546e13663db51693961dad28d9d87b,天府新区,天府直属部门,1,,,,,,15.79,644.57,19.0,1
bebdcf1184eb859bdc858ff12ad450dae7b094c58ed124f6f6d492e2e6c4046c3395f3924d6bf00c768697809d9fce9cf53bfdbec33a2f1819fa47ebc2838be2,内江,市中区分公司,1,,,,,,,,12.65,0
d790d68147a61ee045771f2bd0b2ef30a111fc791176ebb217d5507c31ceaa91078482a196c7af4ea94fa8140bc82d26df48064149464da79c5cb09232b6db9e,德阳,中江分公司,3,,10.66,50.0,50.0,50.4,50.0,50.0,50.0,1
e96aca1aa739151fee820045194baf3664f512e18b412a6647c616f78f17e370a33341b0a019ab2c382ac4417a3cf5324bc6f01b0e3680554ce3ebb54f1b5290,成都,郫都分公司,1,9.0,9.0,18.99,9.0,9.0,10.03,9.0,9.0,0
a7e88c5a835378947142a90c34a7e45c391691f18789bf334bff672ea6b997eaf39add324655019428fbdeb45bf9d45929dd3096c16ec9da82a6e5f63e4d47d8,绵阳,江油分公司,2,1.25,1.27,2.0,6.6,,,,,1
65a93b82822bfd8dd53a554c53050ad7962a5b225d1cbf844e0d1ac9c931c4e17479e1a0e94968de032b24ebb37eb0dd402da460ff9bdb129f8563508412e76b,成都,蒲江分公司,2,95.0,95.0,107.54,124.7,124.7,124.7,124.7,124.7,0
c21e9beccb24981f98b3f1a2edee226e137bdd83f9935a6e515563a9977685abf17681ed4ce3719c9f6ac3ab6f0200dfc30d89fecb8f87b4bfe6e13f9a2e089a,成都,锦江分公司,3,,,,,,,,2.79,1
78dbb05c2326b3501322fe21ca7131bd36313bec0e674fe535eb4b5e5df56894d3800fab7da429b462a187e2e2e637a2b0406ec1ec5d6a409294de3cd17439a5,成都,新都分公司,1,48.9,48.9,49.0,49.0,49.0,49.1,48.9,48.9,1
4d55553632590c6fc0349886c46fc59e7144e528f22878cc6ce94e1d6cfff294db3294661764eaaa618e2ac4a093fd946aca79a007a89716176f7b57760041e4,天府新区,天府直属部门,1,69.0,69.6,73.0,73.0,73.0,73.0,73.0,73.0,0
1f1b46fdb546bc841bcb48683488f956ca256c1aa997baca540fd40cc79fa24a398dfa14a67f8241dbdc608872dd04f8eebc9816afd7a6afb67a59275c494cc2,,,1,,,,,,,,,1
b5866f8abb6b116a5bb3ef8b7d8e6bb13154bf6be798cf530cdb958845f063adbb1279a0512562ac775c6a96ede27f322417f7eb1534432e108d613d757e7d44,泸州,古蔺分公司,2,,,,,,32.76,1.1,1.0,0
f9f1e2836c920fb932944b0ee8b53f5739fa1f81a552843fc7c88a7319898d19171c13b87d8f837c27434bcad6a8f53d1e49632b99285e9eef7ac481a2231623,绵阳,北川分公司,1,64.62,77.72,78.71,60.73,58.5,66.71,72.77,65.8,0
78fd3684f2c7bb46a0bd4c861843828e7d971782cf69ef0a646e64c0e05d7248b9a450d7a8bd3fb6c2ff2bfdc0e39103fe64c4d76c50bfde7ef5ab004799eae6,成都,高新分公司,1,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,0
0938beec4875d58a0fcb050983b9e764cb03ab9e54824c84d927f8ace5c56df8f025ab0663f8dff5cda9c3f8c72c8b3345a5a95f4beb3b67fdcdabb0d0ede96e,成都,锦江分公司,2,,,,116.59,19.0,,,,1
ddfd3b637366dfa21f970e31f18a45d71383c983e4a9f66c5644d18f88b91aa21fc4971b3d7f3f3c63727f9a443201ba7a2410d8fe5b85b73ae5a4b32f37388a,成都,高新分公司,0,,,,1.1,,,,,1
ce213fafd1f494d029a36d007bd3039c5020f99050cd8bfa28fd4de36af25b7362e5284ecf2df99977da8382a147e6c1a5cb93f0fb48eb50e482f5b24499126c,成都,锦江分公司,3,,,,,53.44,54.1,54.1,54.1,1
8b60a563bd1346ef81f0f2395e77a311782da52ca19da49d5fab574cae369486edf97a1d50cd25bce5d81ad8717fa3534cf29db9edd4e87948a51ed36542db81,成都,成都直属部门,1,58.9,58.97,58.91,16.93,9.09,117.73,60.51,109.0,0
4e08ff4c2159827515a7270a54ad354a526b996d627377e4c1765cd750f2606a41edde65dd6eacc84df6ef9e5a3dd8cf8061758a07fd3186b4776780ac4f069c,绵阳,梓潼分公司,2,102.1,102.1,102.7,102.6,112.11,85.2,80.67,106.78,0
46a2a0fc7dc9b08e365705e98c1a85c3a8133922ff3dfcb4165b31ae6897569ee306afa6af54d69e892a14d27524420ba4e907085922b2b1a570762d9a9e90e7,达州,开江县分公司,2,72.05,71.96,67.78,74.33,54.0,54.0,54.1,54.0,0
cfc494c784ca0e682097bfeca10fe4170f81b854d368ae70d87ba2cfbc7bbb82ca638b167b9c6ef435cf5fdd660c4058bb71c4c913b75dccacc407ddb297273d,成都,天府新区分公司,1,10.1,9.74,11.06,9.59,19.0,19.0,19.0,19.0,0
959df3eff152bc5f6c33d826653af08e731571302f0ab2df6227d41a6759b897817479703f6833da167408ca409495b5a9af9625f270c416fa975acc1d779910,成都,武侯分公司,4,,,,49.71,19.0,6.0,6.0,6.0,1
9cef0a4599a242b012b64a45cb0404c87b10819d227d5575c665bb2c6609c4e5d66770fdf6079891ec2f2fc26270b145eab7e299fb2344a828c871d2c5551eae,泸州,古蔺分公司,1,,,1.0,1.0,1.0,1.0,1.0,1.0,0
66bfbe5fcaa9b9ad3d8f990b1b4fc50a54737b259f6a115f6b9d149277ab3210cc6ce63b32d9c66938d443bdddeb5881f050ed2357b3cbac3d324728a4cbc425,眉山,东坡区分公司,1,19.0,19.0,19.0,19.0,19.1,19.57,19.0,20.16,0
020ce38e4753f67e0ffc7c5ad783e2cb41949e7084dca1731fc2520e5336335e7e7385993a4f0dfe131ed02e9b7ab5d18b51dc4a77c926c9f5924edd4b7c85ee,成都,高新西区分公司,5,,,1.0,201.38,11.0,11.0,11.0,,1
f8589eceabb63d3d4edd2edb25fa00fd1cb89b227e8e2ff9613ee51580f07dd81d34e54075d9f5bb5678af754bdd8cbaa2081653a32ca7d04c3069ff49f9382f,德阳,广汉分公司,3,188.55,162.7,158.2,158.2,158.1,158.0,158.0,158.5,0
93f871684338ff52b7460fa474d13f3ceb784b0b18cffe4ab2d71bb6003b14af9fc892c21e3ca7fa08b08fa554ecb1c759e37aee8706885656d2242b15192421,宜宾,屏山县分公司,3,51.5,50.5,40.6,41.3,47.81,40.7,51.8,196.79,1
242a81e3a881821a7b971511010c7291237778f96cdd19c4b5a6d2b2e699f270503b1d4f8fc73a660a2f467462e7d51a66f034936f6f7bdfd162821c20ff332f,德阳,旌阳分公司,1,,,,,15.61,13.6,20.82,13.6,0
f751188e472d8f343d4d816f762fe5bbecd04883f75564f850dc56eab78692ded6edf24a6f2a18a88a7ed9eec8acccd645749ea59756583ae2fe32591a55005b,德阳,什邡分公司,1,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.1,0
0b3817e163f13862977104fbbd4dcedf766d879780fab3a9050158bbec96e25367f5cafa9984cbea0fb06ab2b98932fa2300be1400fba73c676dc55b57c6f735,天府新区,直管区,5,,,,,,,,44.14,1
16062f683b77a4bad22fa6eeaaad635c62a6b02b4c1a112c2d173cbe82bc8a4d54ee1fdc1e6fc8e62c4c38046c1c3de0452e080695d0f3845f86fc432270a114,凉山,普格县分公司,5,81.5,81.5,81.5,81.5,60.2,59.9,59.9,45.0,0
4332387a02a1e1d6b2f80f4aed7dc097cb8e8b0e814cced733bf707ff31eca54c1269e23c1e6be1642c072aecbc28e472b369887c70e653613278f096fe8b036,南充,西充分公司,1,22.61,26.6,42.18,40.66,32.3,31.35,27.93,31.93,0
c1db0bf187811a7fca1fe7686f8fa103ab218bb16f7d6c4139141a796ff3b9aba12545ea1fa49863636b96c3450ce03b1b549db20aa9155c03f2e904358522ef,达州,渠县分公司,3,,,,,4.46,9.45,9.7,9.69,0
43826f10e4c6f8a3274e48095bef061108f276f1f404c4ad50ea19dad6fd1cabab1e3c2070456abe3eee104f7cf44e43b88697782c1bdfcd9e9d9cb9fde7f9c1,天府新区,直管区,5,,,,12.68,1438.5,40.09,19.0,183.04,1
23ed1cd1df3cacc28adf432ebc06cc01e9b159d432c7726e96c86c55571c5c3e48a4bb12b00f7d2ab631e7a9ef0b75c8876469db068a0fcda7198688b10492e2,宜宾,屏山县分公司,1,103.3,56.85,52.0,52.0,82.0,52.0,52.0,52.0,0
ac738e5ed08757ae1b043f3d900fae1ddc30b979afc19360eec35c14f22ee8db1db52c8f87b86949a38b7e1842656c2309a9e54cf5c0bcd65a880ef613fa26bd,凉山,西昌市分公司,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
d7dd5ce458d7ee47cdd8ad7a820f2423d31215bd1d1345dfe2bb3640af60f9f416f23e1cd98a278a577615dea2d2bec89a9a520124a55bf030395d0c46c6a39a,乐山,嘉州分公司,2,21.7,20.5,20.8,25.0,21.2,27.85,24.23,25.85,0
43f939d93e987300fb715f5b20e90ab0ba356f960b127f3c532bf0ce5dd32531e56943a413dbe7816137908ed6fbd8ab564d0ef0f3b31e76cbfe802c256e55f5,成都,成都直属部门,1,7.0,7.0,13.59,7.0,7.0,7.22,7.0,7.0,0
4711970a24d6b5967ce4d8dbff76f0d0bae74a095a36d77c6f18a5ff7da2d65197661a73c200acc110d7f4f58d314de0f31926936917b92a201c4a8cd9c97875,成都,锦江分公司,3,,,,161.68,,,,,1
1ded087af6fdf99ebf2008bf1afc1e558ba93f10f36f35f9d9514e26802dd406473ab197ef381adf6ab6ce7a834d3a80271abc4e1046467796271936e6fe8c10,成都,锦江分公司,2,1.1,1.0,1.0,1.0,2.9,1.0,2.71,1.0,0
fc00eb90bcada1d798cf7fd2405bc54213cd285d2bca06d267bfa9e99593e6f1eb38c6d4896c2f2827c7bb64f88c9e99d5ff22382aaaed7749434a3ef0e44c8d,眉山,仁寿分公司,2,12.46,9.7,4.0,4.1,4.0,7.23,5.14,17.97,0
0de9a715785e6af8a79d7fa7949496e60c1f727c20bcdb18bfff6d3cdf8929b1bf80a4d069f93217cbc4107aa5a4be92368bbda7618d2924f60a004564f818bc,成都,武侯分公司,1,199.3,199.3,217.2,215.8,199.0,221.4,216.0,216.0,0
7ef572cf3b0e548001180905aba315f66c9f02d0b7bfc4b1da7cf9fde64bf1804764fe874c3ee8247b13884faafd69c1b76c31629836b2a8be359b54e04637ff,阿坝,阿坝县分公司,1,67.0,83.34,86.48,79.16,74.79,67.0,67.0,67.0,0
26523f213cf03701c46589dd094ff4d1ed3d76ea768bf1616e3370ec8b09ddb85f778516257dee2074bacd946c7776a87ef013678b15f8e03bb4c80bff6aa976,成都,成华分公司,6,36.5,36.5,47.5,47.5,47.5,36.5,36.5,36.5,1
79557ccbb03fdeb9a20ff77faf0d8bfb8888a1b17cae57fc9119127dcf4230e424b981e42f867f2767b6ed217e10a56a96dd7d2652f74701e7afb80613d72e34,眉山,东坡区分公司,1,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
82a7fcc1332376b2cb61e8ced273ee7a3577133f6302a9a0b4e26abab80c05bc7fe96db8188883175a6c886fb236fda35e8696ef5828ab58ac33ffb830909d21,成都,简阳分公司,3,,,,,32.39,,,,1
13ef0e7821fb29a6e479ff93844d3ef1179bd6c13137b8c7f88c7969d3b0fb63d81906a3ad5d4be57298f22d6453db4b74bc415c82d04b3e63d5cb79327f86e4,自贡,自井分公司,1,85.55,67.41,84.49,113.94,107.1,57.0,57.5,57.9,0
1879f3ebb34b070b97885953410b0681d814dcb60ea17b35be08c6691b6d247654f389d8fe3c13d09099937c73e7572d30e96db5e437c34357e858e76a0319ed,绵阳,江油分公司,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
afe9d971158450eade71bcc7c08444fe6bf3cd4960ed2ca8ee0cb5471b0560f5b04edd771954fdc11e532bdf949f368cacba69551f26b28dfa53a8aa4cafdfb6,攀枝花,东区分公司,1,74.73,74.3,74.53,74.4,74.3,75.0,75.0,75.22,0
c5b8787dd62ab57f812bd0ccbf25f14744ed3fc71f822046f1483aaec38340b698e9b47f69fe1ad43a0e95cde822e0fb4fc8c2e15f870f907de787f40255fb75,宜宾,翠屏区分公司,1,17.53,36.03,27.13,28.46,21.2,21.0,21.0,21.0,0
9e165961da56666daf6712ff45c2fed4c7338975fada05fe58cc1f2d7a255e1a74f27294acaf65934a7d4607b248fa4d5ab7be0563770a60bd4f55eca4aa8de1,凉山,宁南县分公司,3,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0
d9abc1e5d46ad918ce2a1c4a3dd27c77edbf9222189eee2c975e905820ddf214b98718f0cacbc76fc57a029e9009e5a35d762e5cb59589981b9c85da21219252,达州,大竹县分公司,1,73.0,73.0,103.0,123.0,123.0,73.0,73.0,73.0,0
